|                name |        ra |       dec |     z |  gal_l |  mass | complete | lowmass |        S-PLUS | CHANCES |                   Abell | CODEX |               PSZ2 |         LoVoCCS | HIFLUGCS |           MeerKAT | WINGS |  m200 | c200 | r200 |  d200 |
| ACT-CL J0600.2-4352 |  90.05545 | -43.88153 | 0.327 | 250.68 |  4.32 |    False |   False |               |         |                         | 88730 |                    |                 |          |                   |       |  6.22 | 4.09 | 1.60 |  5.49 |
| ACT-CL J0603.9-4714 |  90.99067 | -47.23346 | 0.274 | 254.52 |  4.85 |    False |   False |               |         |                         | 88948 | PSZ2 G254.51-27.32 |                 |          |                   |       |  6.98 | 4.09 | 1.70 |  6.56 |
| ACT-CL J0609.6-5249 |  92.42079 | -52.82508 | 0.439 | 260.90 |  3.76 |    False |   False |               |         |                         |       |                    |                 |          |                   |       |  5.40 | 4.11 | 1.46 |  4.17 |
| ACT-CL J0611.0-2735 |  92.75894 | -27.59087 | 0.270 | 234.30 |  5.74 |    False |    True |               |         |                         |       |                    |                 |          |                   |       |  8.24 | 4.12 | 1.80 |  7.03 |
| ACT-CL J0611.3-5937 |  92.82501 | -59.62920 | 0.390 | 268.55 |  3.40 |    False |   False |               |         |                         |       | PSZ2 G268.51-28.14 |                 |          |                   |       |  4.90 | 4.07 | 1.45 |  4.41 |
| ACT-CL J0611.9-4451 |  92.99585 | -44.86667 | 0.103 | 252.28 |  2.96 |    False |    True |               |         |                         |       |                    |                 |          |                   |       |  4.27 | 4.08 | 1.54 | 13.04 |
| ACT-CL J0616.5-3947 |  94.12503 | -39.79764 | 0.152 | 247.15 |  3.07 |    False |   False |               |         |             ABELL S0579 | 85242 | PSZ2 G247.19-23.31 |                 |          |                   |       |  4.43 | 4.06 | 1.53 |  9.33 |
| ACT-CL J0617.6-4529 |  94.41514 | -45.49681 | 0.384 | 253.22 |  3.49 |    False |   False |               |         |                         |       |                    |                 |          |                   |       |  5.03 | 4.07 | 1.46 |  4.51 |
| ACT-CL J0619.7-5802 |  94.92600 | -58.03888 | 0.391 | 266.94 |  3.60 |    False |   False |               |         |                         |       |                    |                 |          |                   |       |  5.18 | 4.08 | 1.47 |  4.49 |
| ACT-CL J0622.1-5721 |  95.52917 | -57.35833 | 0.425 | 266.24 |  2.99 |    False |   False |               |         |                         |       |                    |                 |          |                   |       |  4.31 | 4.06 | 1.37 |  3.96 |
| ACT-CL J0626.8-4445 |  96.71371 | -44.76643 | 0.419 | 252.92 |  4.38 |    False |   False |               |         |                         |       |                    |                 |          |                   |       |  6.30 | 4.14 | 1.55 |  4.54 |
| ACT-CL J0628.8-4143 |  97.20803 | -41.72582 | 0.176 | 249.89 |  9.03 |     True |   False |               |         |              ABELL 3396 | 85281 | PSZ2 G249.87-21.65 |                 |          |                   |       | 12.92 | 4.17 | 2.17 | 11.72 |
| ACT-CL J0636.6-4942 |  99.17049 | -49.70314 | 0.352 | 258.56 |  5.07 |    False |   False |               |         |                         |       |                    |                 |          |                   |       |  7.28 | 4.14 | 1.67 |  5.46 |
| ACT-CL J0637.3-4829 |  99.34436 | -48.48420 | 0.203 | 257.33 |  5.40 |    False |    True |               |         |              ABELL 3399 | 92119 | PSZ2 G257.32-22.19 |                 |          | MCXC J0637.3-4828 |       |  7.78 | 4.07 | 1.81 |  8.77 |
| ACT-CL J0638.3-4242 |  99.57815 | -42.70607 | 0.408 | 251.47 |  4.85 |    False |   False |               |         |                         |       |                    |                 |          |                   |       |  6.95 | 4.16 | 1.61 |  4.80 |
| ACT-CL J0638.7-5358 |  99.69642 | -53.97326 | 0.226 | 263.14 | 12.54 |     True |   False |               |         |             ABELL S0592 | 95047 | PSZ2 G263.14-23.41 |                 |          | MCXC J0638.7-5358 |       | 17.79 | 4.40 | 2.37 | 10.53 |
| ACT-CL J0645.4-5413 | 101.36892 | -54.22323 | 0.167 | 263.67 | 11.18 |     True |   False |               |         |              ABELL 3404 | 95056 | PSZ2 G263.68-22.55 |                 |          | MCXC J0645.4-5413 |       | 15.96 | 4.25 | 2.33 | 13.17 |
| ACT-CL J0647.9-5828 | 101.98400 | -58.47529 | 0.441 | 268.23 |  5.20 |    False |   False |               |         |                         |       |                    |                 |          |                   |       |  7.45 | 4.21 | 1.63 |  4.62 |
| ACT-CL J0653.3-5745 | 103.32580 | -57.75222 | 0.240 | 267.67 |  5.54 |    False |    True |               |         |                         | 95238 |                    |                 |          |                   |       |  7.96 | 4.09 | 1.80 |  7.66 |
| ACT-CL J0655.6-5541 | 103.91972 | -55.69496 | 0.288 | 265.64 |  4.58 |    False |   False |               |         |             ABELL S0599 |       |                    |                 |          |                   |       |  6.59 | 4.08 | 1.66 |  6.20 |
| ACT-CL J0658.5-5557 | 104.63480 | -55.95304 | 0.296 | 266.03 | 16.06 |     True |   False |               |         |                         | 95199 | PSZ2 G266.04-21.25 |                 |          | MCXC J0658.5-5556 |       | 22.50 | 4.73 | 2.49 |  9.12 |
| ACT-CL J0818.4+0310 | 124.62083 |   3.16940 | 0.406 | 220.28 |  3.04 |    False |   False |               |         |                         |       |                    |                 |          |                   |       |  4.38 | 4.06 | 1.38 |  4.12 |
| ACT-CL J0821.8+0111 | 125.47208 |   1.19087 | 0.082 | 222.57 |  3.15 |    False |    True |               |         |              ABELL 0653 | 56837 | PSZ2 G222.52+20.58 |                 |          |                   |       |  4.54 | 4.07 | 1.58 | 16.45 |
| ACT-CL J0824.9+0426 | 126.24500 |   4.43496 | 0.228 | 219.89 |  1.95 |    False |   False |               |         |              ABELL 0664 | 52258 | PSZ2 G219.88+22.83 |                 |          |                   |       |  2.81 | 4.10 | 1.28 |  5.66 |
| ACT-CL J0825.9+0414 | 126.49053 |   4.24868 | 0.225 | 220.19 |  4.15 |    False |   False |               |         |                         | 52264 | PSZ2 G220.11+22.91 |                 |          |                   |       |  5.97 | 4.05 | 1.64 |  7.35 |
| ACT-CL J0839.5-0140 | 129.87647 |  -1.67662 | 0.261 | 227.60 |  3.64 |    False |   False |               |         |                         |       | PSZ2 G227.59+22.98 |                 |          |                   |       |  5.25 | 4.05 | 1.55 |  6.23 |
| ACT-CL J0840.2-0326 | 130.06000 |  -3.43831 | 0.231 | 229.34 |  2.62 |    False |   False |               |         |                         |       |                    |                 |          |                   |       |  3.77 | 4.06 | 1.41 |  6.16 |
| ACT-CL J0845.0+0127 | 131.25981 |   1.46531 | 0.415 | 225.38 |  3.86 |    False |   False |               |         |                         |       |                    |                 |          |                   |       |  5.54 | 4.10 | 1.49 |  4.39 |
| ACT-CL J0845.4+0327 | 131.36915 |   3.46258 | 0.329 | 223.49 |  6.69 |    False |    True |               |         |                         | 52342 | PSZ2 G223.47+26.85 |                 |          |                   |       |  9.58 | 4.21 | 1.85 |  6.31 |
| ACT-CL J0851.5+0452 | 132.88886 |   4.88063 | 0.391 | 222.90 |  3.04 |    False |   False |               |         |                         |       |                    |                 |          |                   |       |  4.38 | 4.06 | 1.39 |  4.24 |
| ACT-CL J0854.2-0220 | 133.55110 |  -2.34516 | 0.368 | 230.31 |  4.33 |    False |   False |               |         |                         |       |                    |                 |          |                   |       |  6.22 | 4.10 | 1.58 |  5.00 |
| ACT-CL J0854.7-0122 | 133.69581 |  -1.37217 | 0.353 | 229.48 |  3.49 |    False |   False |               |         |                         |       |                    |                 |          |                   |       |  5.03 | 4.06 | 1.48 |  4.81 |
| ACT-CL J0856.4-0013 | 134.10392 |  -0.22907 | 0.416 | 228.62 |  3.18 |    False |   False |               |         |                         |       |                    |                 |          |                   |       |  4.58 | 4.07 | 1.40 |  4.11 |
| ACT-CL J0857.8+0310 | 134.46401 |   3.17808 | 0.201 | 225.48 |  6.45 |    False |    True |               |         |              ABELL 0732 | 52344 | PSZ2 G225.48+29.41 |                 |          |                   |       |  9.27 | 4.10 | 1.92 |  9.38 |
| ACT-CL J0859.4+0308 | 134.87500 |   3.14588 | 0.186 | 225.74 |  2.55 |    False |   False |               |         |                         | 52347 |                    |                 |          |                   |       |  3.67 | 4.07 | 1.42 |  7.35 |
| ACT-CL J0901.5-0139 | 135.37577 |  -1.66332 | 0.294 | 230.75 |  3.41 |    False |   False |               |         |                         | 57017 | PSZ2 G230.73+27.70 |                 |          |                   |       |  4.91 | 4.05 | 1.50 |  5.52 |
| ACT-CL J0901.5+0301 | 135.38514 |   3.01934 | 0.193 | 226.16 |  2.93 |    False |   False |               |         |                         | 52422 |                    |                 |          |                   |       |  4.22 | 4.05 | 1.48 |  7.45 |
| ACT-CL J0903.4-0136 | 135.87168 |  -1.60302 | 0.448 | 230.99 |  3.98 |    False |   False |               |         |                         |       |                    |                 |          |                   |       |  5.72 | 4.13 | 1.49 |  4.18 |
| ACT-CL J0905.6+0434 | 136.41510 |   4.57656 | 0.238 | 225.17 |  2.55 |    False |   False |               |         |                         |       |                    |                 |          |                   |       |  3.67 | 4.06 | 1.39 |  5.96 |
| ACT-CL J0916.1-0024 | 139.04253 |  -0.40191 | 0.318 | 231.77 |  6.10 |    False |    True |               |         |              ABELL 0776 | 57004 | PSZ2 G231.79+31.48 |                 |          |                   |       |  8.73 | 4.17 | 1.80 |  6.28 |
| ACT-CL J0916.8-0059 | 139.21937 |  -0.99449 | 0.264 | 232.47 |  2.42 |    False |   False |               |         |                         |       |                    |                 |          |                   |       |  3.48 | 4.06 | 1.35 |  5.37 |
| ACT-CL J0918.7+0211 | 139.68670 |   2.19003 | 0.282 | 229.58 |  2.97 |    False |   False |               |         |                         |       |                    |                 |          |                   |       |  4.27 | 4.05 | 1.44 |  5.44 |
| ACT-CL J0921.3+0317 | 140.33562 |   3.28812 | 0.351 | 228.85 |  5.91 |    False |    True |               |         |                         | 52418 |                    |                 |          |                   |       |  8.46 | 4.18 | 1.76 |  5.75 |
| ACT-CL J0922.1+0346 | 140.53381 |   3.77329 | 0.270 | 228.46 |  2.62 |    False |   False |               |         |                         | 52413 | PSZ2 G228.50+34.95 |                 |          |                   |       |  3.77 | 4.05 | 1.39 |  5.41 |
| ACT-CL J0922.1-0027 | 140.53737 |  -0.45830 | 0.320 | 232.79 |  4.21 |    False |   False |               |         |                         |       |                    |                 |          |                   |       |  6.06 | 4.08 | 1.59 |  5.54 |
| ACT-CL J0930.1+0401 | 142.53333 |   4.02088 | 0.328 | 229.47 |  2.86 |    False |   False |               |         |                         |       |                    |                 |          |                   |       |  4.12 | 4.05 | 1.40 |  4.77 |
| ACT-CL J0935.0+0053 | 143.75961 |   0.89865 | 0.361 | 233.56 |  3.92 |    False |   False |               |         |                         | 57070 | PSZ2 G233.68+36.14 |                 |          |                   |       |  5.65 | 4.08 | 1.53 |  4.92 |
| ACT-CL J0935.2+0048 | 143.80869 |   0.80078 | 0.355 | 233.70 |  7.48 |    False |    True |               |         |                         | 57070 | PSZ2 G233.68+36.14 |                 |          |                   |       | 10.68 | 4.29 | 1.90 |  6.15 |
| ACT-CL J0943.7+0059 | 145.94734 |   0.98900 | 0.434 | 235.00 |  2.84 |    False |   False |               |         |                         |       |                    |                 |          |                   |       |  4.09 | 4.06 | 1.34 |  3.83 |
